trade_id,pair,direction,year,session,entry_leg,entry_price,sl_price,tp1_price,tp2_price,tp3_price,entry,sl_usd,tp1_usd,tp2_usd,tp3_usd,lot,open_bar,open_time,close_bar,close_time,status,result,profit_usd,exit_price,exit_reason,max_level_reached,sl_pips,tp1_pips,tp2_pips,tp3_pips,month,week_no,margin_used,score
9cc94609-2afb-4ebe-a753-273867036b0c,GBPJPYm,BUY,2026,Asia,C,212.407,211.907,212.907,213.407,213.907,212.407,-13.32,13.32,26.64,39.96,0.04,6050,2026-05-07 05:33:00 IST,8790,2026-05-11 03:30:00 IST,CLOSED,CANCELLED,0.0,212.407,expired_2_days,none,50.0,50.0,100.0,150.0,5,1,20.0,78.8
3e9c94f5-de21-4e62-99a9-fe06c6b5fe7f,GBPJPYm,BUY,2026,Asia,C,212.426,211.926,212.926,213.426,213.926,212.426,-13.32,13.32,26.64,39.96,0.04,7482,2026-05-08 05:33:00 IST,8790,2026-05-11 03:30:00 IST,CLOSED,CANCELLED,0.0,212.426,expired_2_days,none,50.0,50.0,100.0,150.0,5,2,20.0,78.8
c0e97345-dd4f-4b56-aa0e-4b4bea4dc3d3,GBPJPYm,SELL,2026,Asia,A,213.559,214.059,213.059,212.559,212.059,213.559,-13.32,13.32,26.64,39.96,0.04,8913,2026-05-11 05:33:00 IST,9624,2026-05-11 17:24:00 IST,CLOSED,LOSS,-9.37,214.059,sl_hit,sl_hit,50.0,50.0,100.0,150.0,5,2,20.0,83.8
2f738d1d-f786-4b5b-ba5c-88e3f538297e,GBPJPYm,SELL,2026,London,C,213.809,214.309,213.309,212.809,212.309,213.809,-13.32,13.32,26.64,39.96,0.04,9277,2026-05-11 11:37:00 IST,9653,2026-05-11 17:53:00 IST,CLOSED,LOSS,-9.35,214.309,sl_hit,sl_hit,50.0,50.0,100.0,150.0,5,2,20.0,78.8
23cf26e2-d4b9-44cc-8c14-636c2c60687a,GBPJPYm,SELL,2026,Asia,A,214.159,214.659,213.659,213.159,212.659,214.159,-13.32,13.32,26.64,39.96,0.04,10343,2026-05-12 05:33:00 IST,10518,2026-05-12 08:28:00 IST,CLOSED,WIN,11.67,213.659,tp1,tp2,50.0,50.0,100.0,150.0,5,2,20.0,83.8
59468de0-16ec-4d95-afdd-2cfbbbf91adf,GBPJPYm,BUY,2026,Asia,A,213.432,212.932,213.932,214.432,214.932,213.432,-13.32,13.32,26.64,39.96,0.04,11774,2026-05-13 05:33:00 IST,12341,2026-05-13 15:00:00 IST,CLOSED,LOSS,-9.37,212.932,sl_hit,sl_hit,50.0,50.0,100.0,150.0,5,2,20.0,83.8
0d6fe12c-4575-4918-84f0-6ab36d0c670d,GBPJPYm,SELL,2026,Asia,C,214.409,214.909,213.909,213.409,212.909,214.409,-13.32,13.32,26.64,39.96,0.04,10343,2026-05-12 05:33:00 IST,13084,2026-05-14 03:30:00 IST,CLOSED,CANCELLED,0.0,214.409,expired_2_days,none,50.0,50.0,100.0,150.0,5,2,20.0,78.8
1485abe9-14ed-4e3c-872d-c37808357a4c,GBPJPYm,BUY,2026,London,C,213.182,212.682,213.682,214.182,214.682,213.182,-13.32,13.32,26.64,39.96,0.04,12203,2026-05-13 12:42:00 IST,13269,2026-05-14 06:35:00 IST,CLOSED,BREAKEVEN,4.88,213.202,breakeven,tp1,50.0,50.0,100.0,150.0,5,2,20.0,78.8
46593277-1e28-4896-a311-8a20c0192197,GBPJPYm,BUY,2026,Asia,B,213.264,212.764,213.764,214.264,214.764,213.264,-13.32,13.32,26.64,39.96,0.04,11774,2026-05-13 05:33:00 IST,13848,2026-05-14 16:14:00 IST,CLOSED,LOSS,-9.38,212.764,sl_hit,sl_hit,50.0,50.0,100.0,150.0,5,2,20.0,98.8
1282b73d-025a-49ba-9482-a5007603288e,GBPJPYm,SELL,2026,Asia,A,213.554,214.054,213.054,212.554,212.054,213.554,-13.32,13.32,26.64,39.96,0.04,13207,2026-05-14 05:33:00 IST,13850,2026-05-14 16:16:00 IST,CLOSED,WIN,11.7,213.054,tp1,tp2,50.0,50.0,100.0,150.0,5,2,20.0,83.8
5e0aa42b-e2a2-44f5-8415-c90d1188eab5,GBPJPYm,BUY,2026,Asia,A,212.026,211.526,212.526,213.026,213.526,212.026,-13.32,13.32,26.64,39.96,0.04,14642,2026-05-15 05:33:00 IST,14843,2026-05-15 08:54:00 IST,CLOSED,LOSS,-9.43,211.526,sl_hit,sl_hit,50.0,50.0,100.0,150.0,5,3,20.0,83.8
cf6579c2-67b2-41a7-a178-c60367fd3ba2,GBPJPYm,BUY,2026,London,C,211.776,211.276,212.276,212.776,213.276,211.776,-13.32,13.32,26.64,39.96,0.04,14999,2026-05-15 11:30:00 IST,15718,2026-05-17 23:40:00 IST,CLOSED,LOSS,-9.44,211.276,sl_hit,sl_hit,50.0,50.0,100.0,150.0,5,3,20.0,78.8
ce1da495-3072-4d18-9a00-32b4cf175407,GBPJPYm,SELL,2026,Asia,C,213.804,214.304,213.304,212.804,212.304,213.804,-13.32,13.32,26.64,39.96,0.04,13207,2026-05-14 05:33:00 IST,15948,2026-05-18 03:30:00 IST,CLOSED,CANCELLED,0.0,213.804,expired_2_days,none,50.0,50.0,100.0,150.0,5,2,20.0,78.8
c9ba7a28-fd90-45a1-a3e4-5dfe1e233d7e,GBPJPYm,BUY,2026,Asia,A,211.477,210.977,211.977,212.477,212.977,211.477,-13.32,13.32,26.64,39.96,0.04,16071,2026-05-18 05:33:00 IST,16836,2026-05-18 18:18:00 IST,CLOSED,WIN,16.55,212.977,tp3,tp3,50.0,50.0,100.0,150.0,5,3,20.0,83.8
77de1e85-9822-4e70-9777-2207174a6f98,GBPJPYm,BUY,2026,Asia,A,213.258,212.758,213.758,214.258,214.758,213.258,-13.32,13.32,26.64,39.96,0.04,17505,2026-05-19 05:33:00 IST,18295,2026-05-19 18:43:00 IST,CLOSED,LOSS,-9.38,212.758,sl_hit,sl_hit,50.0,50.0,100.0,150.0,5,3,20.0,83.8
732c8334-a8f4-43fb-883e-e003b51337e0,GBPJPYm,BUY,2026,Asia,C,211.227,210.727,211.727,212.227,212.727,211.227,-13.32,13.32,26.64,39.96,0.04,16071,2026-05-18 05:33:00 IST,18813,2026-05-20 03:30:00 IST,CLOSED,CANCELLED,0.0,211.227,expired_2_days,none,50.0,50.0,100.0,150.0,5,3,20.0,78.8
063f5743-a138-46b6-bea7-cdd69f28a968,GBPJPYm,BUY,2026,Asia,A,212.806,212.306,213.306,213.806,214.306,212.806,-13.32,13.32,26.64,39.96,0.04,18936,2026-05-20 05:33:00 IST,21120,2026-05-21 18:04:00 IST,CLOSED,WIN,11.75,213.306,tp1,tp2,50.0,50.0,100.0,150.0,5,3,20.0,83.8
66dad86e-5a7a-430f-b7e2-ccc6041116ed,GBPJPYm,BUY,2026,Asia,C,212.556,212.056,213.056,213.556,214.056,212.556,-13.32,13.32,26.64,39.96,0.04,18936,2026-05-20 05:33:00 IST,21679,2026-05-22 03:30:00 IST,CLOSED,CANCELLED,0.0,212.556,expired_2_days,none,50.0,50.0,100.0,150.0,5,3,20.0,78.8
58660d6d-1426-4348-8840-de5f4a6c4900,GBPJPYm,BUY,2026,Asia,C,213.169,212.669,213.669,214.169,214.669,213.169,-13.32,13.32,26.64,39.96,0.04,20369,2026-05-21 05:33:00 IST,23108,2026-05-25 03:30:00 IST,CLOSED,CANCELLED,0.0,213.169,expired_2_days,none,50.0,50.0,100.0,150.0,5,3,20.0,78.8
