trade_id,signal_id,pair,direction,year,session,entry_leg,entry_price,sl_price,tp1_price,tp2_price,entry,sl,tp1,tp2,lot,open_bar,open_time,close_bar,close_time,status,result,profit_usd,exit_price,exit_reason,sl_pips,tp1_pips,tp2_pips
d58bc5fe-1b23-4dbf-b230-98d405097428,c55b990b-b959-41a0-b19d-2d7a40d0123e,XAUUSD,BUY,2024,Asia,A,2337.24,2335.74,2338.74,2340.24,2337.24,2335.74,2338.74,2340.24,0.01,141834,2024-05-27 00:15:00+00:00,141836,2024-05-27 00:17:00+00:00,CLOSED,LOSS,-1.5,2335.74,SL_HIT,150.0,150.0,300.0
cc69da6b-a0ee-4c80-bad9-b33e900395d2,4f3e4a06-c5f4-4bb8-a8a8-a9797922a24a,XAUUSD,BUY,2024,Asia,B,2336.29,2334.79,2337.79,2339.29,2336.29,2334.79,2337.79,2339.29,0.01,141834,2024-05-27 00:15:00+00:00,141861,2024-05-27 00:42:00+00:00,CLOSED,LOSS,-1.5,2334.79,SL_HIT,150.0,150.0,300.0
50b76ef8-3584-453f-bff5-3c7931ea7d1b,912e27d0-af3f-4405-996c-27890dabf4bf,XAUUSD,BUY,2024,Asia,B,2351.51,2350.01,2353.01,2354.51,2351.51,2350.01,2353.01,2354.51,0.01,143075,2024-05-28 00:26:00+00:00,143112,2024-05-28 01:03:00+00:00,CLOSED,BREAKEVEN,0.77,2351.56,SL_HIT,150.0,150.0,300.0
9ab7bbc8-41ad-457a-a5bc-66c0615d283c,8291da5c-02a0-42e6-ba0f-f06eac7647f9,XAUUSD,BUY,2024,Asia,A,2352.46,2350.96,2353.96,2355.46,2352.46,2350.96,2353.96,2355.46,0.01,143064,2024-05-28 00:15:00+00:00,143120,2024-05-28 01:11:00+00:00,CLOSED,LOSS,-1.5,2350.96,SL_HIT,150.0,150.0,300.0
9cb03ec1-dad2-4704-84ac-905ba669f2fa,27dd3c33-6ded-47e8-a6d4-2cb590d751cd,XAUUSD,BUY,2024,Asia,A,2359.55,2358.05,2361.05,2362.55,2359.55,2358.05,2361.05,2362.55,0.01,144443,2024-05-29 00:15:00+00:00,144463,2024-05-29 00:35:00+00:00,CLOSED,LOSS,-1.5,2358.05,SL_HIT,150.0,150.0,300.0
103e2ad4-0d58-467d-834f-be74053b1df4,e14bfbf8-7f5d-491a-8dfb-3fe4b24b1f61,XAUUSD,BUY,2024,Asia,B,2358.6,2357.1,2360.1,2361.6,2358.6,2357.1,2360.1,2361.6,0.01,144462,2024-05-29 00:34:00+00:00,144488,2024-05-29 01:00:00+00:00,CLOSED,LOSS,-1.5,2357.1,SL_HIT,150.0,150.0,300.0
50b5189f-75ba-4f01-89f6-68cb23704f41,9dcd787a-5bdb-4526-98be-955b4413a080,XAUUSD,BUY,2024,Asia,A,2338.39,2336.89,2339.89,2341.39,2338.39,2336.89,2339.89,2341.39,0.01,145822,2024-05-30 00:15:00+00:00,145822,2024-05-30 00:15:00+00:00,CLOSED,LOSS,-1.5,2336.89,SL_HIT,150.0,150.0,300.0
582cb96c-7b88-4712-b658-c5685482ba1c,63044b97-a896-45b7-95bb-f4df42a0cd2f,XAUUSD,BUY,2024,Asia,B,2337.44,2335.94,2338.94,2340.44,2337.44,2335.94,2338.94,2340.44,0.01,145822,2024-05-30 00:15:00+00:00,145831,2024-05-30 00:24:00+00:00,CLOSED,LOSS,-1.5,2335.94,SL_HIT,150.0,150.0,300.0
2ba231dd-2110-45e6-b88d-909bd72e76bc,a2cace83-0957-40fa-8e81-69365a044cfb,XAUUSD,BUY,2024,Asia,B,2343.05,2341.55,2344.55,2346.05,2343.05,2341.55,2344.55,2346.05,0.01,147209,2024-05-31 00:23:00+00:00,147231,2024-05-31 00:45:00+00:00,CLOSED,WIN,2.25,2346.05,TP2_HIT,150.0,150.0,300.0
528a545d-1ab2-4f34-9cc7-5faddd7d14e3,dcbfbf90-a629-4254-a694-642a7917c7d0,XAUUSD,BUY,2024,Asia,A,2344.0,2342.5,2345.5,2347.0,2344.0,2342.5,2345.5,2347.0,0.01,147201,2024-05-31 00:15:00+00:00,147232,2024-05-31 00:46:00+00:00,CLOSED,WIN,2.25,2347.0,TP2_HIT,150.0,150.0,300.0
9a7b2485-596d-4c02-8d9a-b482e94126a3,cfa56144-2e4c-4e9c-8ae6-c08af595d2d5,XAUUSD,BUY,2024,Asia,A,2325.93,2324.43,2327.43,2328.93,2325.93,2324.43,2327.43,2328.93,0.01,148578,2024-06-03 00:15:00+00:00,148599,2024-06-03 00:36:00+00:00,CLOSED,LOSS,-1.5,2324.43,SL_HIT,150.0,150.0,300.0
3e24b9c2-bd65-4da3-bae2-466d50c2b495,91efcb86-f2d4-4d08-9da0-ca5b3cc73bfa,XAUUSD,BUY,2024,Asia,B,2324.98,2323.48,2326.48,2327.98,2324.98,2323.48,2326.48,2327.98,0.01,148595,2024-06-03 00:32:00+00:00,148623,2024-06-03 01:00:00+00:00,CLOSED,WIN,2.25,2327.98,TP2_HIT,150.0,150.0,300.0
fedd9d24-b20a-4051-a8ff-8624aff05314,02a9de94-7445-4038-9339-0010ac96e536,XAUUSD,BUY,2024,Asia,A,2350.62,2349.12,2352.12,2353.62,2350.62,2349.12,2352.12,2353.62,0.01,149957,2024-06-04 00:15:00+00:00,149995,2024-06-04 00:53:00+00:00,CLOSED,BREAKEVEN,0.78,2350.67,SL_HIT,150.0,150.0,300.0
d11e07c9-5686-4345-8778-271ec1bce12f,f7a77cd8-361a-4e2f-a327-857dc92d8b7f,XAUUSD,BUY,2024,Asia,B,2349.67,2348.17,2351.17,2352.67,2349.67,2348.17,2351.17,2352.67,0.01,150010,2024-06-04 01:08:00+00:00,150018,2024-06-04 01:16:00+00:00,CLOSED,LOSS,-1.5,2348.17,SL_HIT,150.0,150.0,300.0
e43cf390-6f60-4227-b0c7-133b5cbb06b2,9477d9cc-a090-40b3-9fe9-30b0a32cf3b8,XAUUSD,BUY,2024,Asia,B,2327.88,2326.38,2329.38,2330.88,2327.88,2326.38,2329.38,2330.88,0.01,151337,2024-06-05 00:16:00+00:00,151382,2024-06-05 01:01:00+00:00,CLOSED,BREAKEVEN,0.77,2327.93,SL_HIT,150.0,150.0,300.0
a937239c-3b38-481c-8cae-6818276a2fed,bcc18775-00e6-40a7-93c3-08481fddf34e,XAUUSD,BUY,2024,Asia,A,2328.83,2327.33,2330.33,2331.83,2328.83,2327.33,2330.33,2331.83,0.01,151336,2024-06-05 00:15:00+00:00,151383,2024-06-05 01:02:00+00:00,CLOSED,LOSS,-1.5,2327.33,SL_HIT,150.0,150.0,300.0
bae9b3e7-7269-47f1-a640-5773273cf928,f49bf148-afa4-4144-be0a-8d14e5170c73,XAUUSD,BUY,2024,Asia,A,2376.78,2375.28,2378.28,2379.78,2376.78,2375.28,2378.28,2379.78,0.01,154094,2024-06-07 00:15:00+00:00,154105,2024-06-07 00:26:00+00:00,CLOSED,BREAKEVEN,0.77,2376.83,SL_HIT,150.0,150.0,300.0
a135cd63-b632-4158-b485-92a935df7c1f,37c361d7-ad83-4055-b5da-6114f3a7b613,XAUUSD,BUY,2024,Asia,B,2375.83,2374.33,2377.33,2378.83,2375.83,2374.33,2377.33,2378.83,0.01,154149,2024-06-07 01:10:00+00:00,154152,2024-06-07 01:13:00+00:00,CLOSED,LOSS,-1.5,2374.33,SL_HIT,150.0,150.0,300.0
40d58d04-12aa-4513-b3ab-95b06333798c,2e0c7745-eae8-4ebc-9de8-fbe510abd112,XAUUSD,BUY,2024,Asia,A,2298.54,2297.04,2300.04,2301.54,2298.54,2297.04,2300.04,2301.54,0.01,155471,2024-06-10 00:15:00+00:00,155471,2024-06-10 00:15:00+00:00,CLOSED,LOSS,-1.5,2297.04,SL_HIT,150.0,150.0,300.0
7f9b16f4-3258-4b6a-bd5b-e7bbf42fb130,b9d4f9e5-4a07-40a2-9949-40d3b31b2a6f,XAUUSD,BUY,2024,Asia,B,2297.59,2296.09,2299.09,2300.59,2297.59,2296.09,2299.09,2300.59,0.01,155471,2024-06-10 00:15:00+00:00,155472,2024-06-10 00:16:00+00:00,CLOSED,LOSS,-1.5,2296.09,SL_HIT,150.0,150.0,300.0
827c7673-7542-417a-8c48-d79c25363d19,96422ae1-f433-4d8e-9eac-d7c4cc7d1244,XAUUSD,BUY,2024,Asia,A,2309.91,2308.41,2311.41,2312.91,2309.91,2308.41,2311.41,2312.91,0.01,156850,2024-06-11 00:15:00+00:00,156895,2024-06-11 01:00:00+00:00,CLOSED,BREAKEVEN,0.78,2309.96,SL_HIT,150.0,150.0,300.0
