trade_id,signal_id,pair,direction,year,session,entry_leg,entry_price,sl_price,tp1_price,tp2_price,tp3_price,entry,sl,tp1,tp2,tp3,lot,open_bar,open_time,close_bar,close_time,status,result,profit_usd,exit_price,exit_reason,margin_used,entry_amount,monetary_loss_at_sl,monetary_profit_at_tp,rr_ratio,tp3_pips,sl_pips,tp1_pips,tp2_pips
829de785-cfc3-4852-952f-09f0f0731558,e6093065-6e3e-402f-9315-303340529483,EURUSD,BUY,2024,Asia,A,1.08777,1.08482,1.09072,1.09367,1.09662,1.08777,1.08482,1.09072,1.09367,1.09662,0.01,16026,2024-01-17 00:15:00+00:00,16849,2024-01-17 13:58:00+00:00,CLOSED,LOSS,-2.95,1.08482,SL_HIT,2.0,1000.0,0.0,0.0,1:3,0.0,29.5,29.5,59.0
edbe51bc-7c13-4c98-ae95-0220a7fcbd7a,4dfbdac2-9f9f-46e7-813a-0272be0cd195,EURUSD,BUY,2024,London,B,1.08527,1.08232,1.08822,1.09117,1.09412,1.08527,1.08232,1.08822,1.09117,1.09412,0.01,16762,2024-01-17 12:31:00+00:00,18201,2024-01-18 12:30:00+00:00,CLOSED,BREAKEVEN,1.58,1.08547,SL_HIT,2.0,1000.0,0.0,0.0,1:3,0.0,29.5,29.5,59.0
eec39ac5-7c9c-4e2e-b9ee-e88fd57ca276,e438aa70-eb73-4aeb-9610-d8a0ac4381a2,EURUSD,BUY,2024,Asia,A,1.08941,1.08656,1.09226,1.09511,1.09796,1.08941,1.08656,1.09226,1.09511,1.09796,0.01,17466,2024-01-18 00:15:00+00:00,18201,2024-01-18 12:30:00+00:00,CLOSED,LOSS,-2.85,1.08656,SL_HIT,2.0,1000.0,0.0,0.0,1:3,0.0,28.5,28.5,57.0
079e0959-6a16-4d8c-b295-3925c85c1fa9,19743ba4-d148-402d-916c-86d7862bad0c,EURUSD,BUY,2024,Asia,B,1.0876,1.08498,1.09022,1.09284,1.09546,1.0876,1.08498,1.09022,1.09284,1.09546,0.01,20344,2024-01-22 00:15:00+00:00,21649,2024-01-22 22:00:00+00:00,CLOSED,CANCELLED,0.0,1.0876,EXPIRED_DAY_END,2.0,1000.0,0.0,0.0,1:3,0.0,26.2,26.2,52.4
ff0ab56e-2787-43bc-b882-3b83733ada79,8bede3df-60a1-455e-8426-2d75a87bd420,EURUSD,BUY,2024,Asia,A,1.08829,1.08571,1.09087,1.09345,1.09603,1.08829,1.08571,1.09087,1.09345,1.09603,0.01,21784,2024-01-23 00:15:00+00:00,22297,2024-01-23 08:48:00+00:00,CLOSED,BREAKEVEN,1.39,1.08849,SL_HIT,2.0,1000.0,0.0,0.0,1:3,0.0,25.8,25.8,51.6
857156aa-5ae3-4366-9698-807fc992f98c,445542e6-a8d9-4ca9-a477-e250f489ba79,EURUSD,BUY,2024,Asia,A,1.0901,1.08748,1.09272,1.09534,1.09796,1.0901,1.08748,1.09272,1.09534,1.09796,0.01,20344,2024-01-22 00:15:00+00:00,22357,2024-01-23 09:48:00+00:00,CLOSED,LOSS,-2.62,1.08748,SL_HIT,2.0,1000.0,0.0,0.0,1:3,0.0,26.2,26.2,52.4
37e61610-75f6-4e29-b27f-748bb05d2be5,c36fb9b8-c66e-4726-900f-9a22d8bc2adc,EURUSD,BUY,2024,London,B,1.08691,1.08406,1.08976,1.09261,1.09546,1.08691,1.08406,1.08976,1.09261,1.09546,0.01,18190,2024-01-18 12:19:00+00:00,22359,2024-01-23 09:50:00+00:00,CLOSED,BREAKEVEN,1.53,1.08711,SL_HIT,2.0,1000.0,0.0,0.0,1:3,0.0,28.5,28.5,57.0
1946a558-f34b-4d31-b399-8a18cfcf7cb4,aaebd734-55ed-4f12-b269-6c0d13249266,EURUSD,BUY,2024,London,B,1.08579,1.08321,1.08837,1.09095,1.09353,1.08579,1.08321,1.08837,1.09095,1.09353,0.01,22581,2024-01-23 13:32:00+00:00,22644,2024-01-23 14:35:00+00:00,CLOSED,LOSS,-2.58,1.08321,SL_HIT,2.0,1000.0,0.0,0.0,1:3,0.0,25.8,25.8,51.6
b699547c-7b8c-4166-a7c8-4ea3e1fcb5d3,b2be16e5-5b6e-418a-9f1e-696652f33948,EURUSD,BUY,2024,Asia,A,1.0874,1.08425,1.09055,1.0937,1.09684,1.0874,1.08425,1.09055,1.0937,1.09684,0.01,24663,2024-01-25 00:15:00+00:00,25505,2024-01-25 14:17:00+00:00,CLOSED,LOSS,-3.15,1.08425,SL_HIT,2.0,1000.0,0.0,0.0,1:3,0.0,31.5,31.5,63.0
4a021885-da75-44b0-9c1d-dbc9ca3ed649,95fdf926-d657-4a95-a6fd-c9572d21d262,EURUSD,BUY,2024,London,B,1.0849,1.08175,1.08805,1.0912,1.09434,1.0849,1.08175,1.08805,1.0912,1.09434,0.01,25494,2024-01-25 14:06:00+00:00,26456,2024-01-26 06:16:00+00:00,CLOSED,LOSS,-3.15,1.08175,SL_HIT,2.0,1000.0,0.0,0.0,1:3,0.0,31.5,31.5,63.0
0d8658c9-42f0-49fd-ae51-8c6cae3750cd,49d0d459-ff2e-41a6-8c8a-cf2a1b4dab93,EURUSD,BUY,2024,Asia,B,1.08148,1.07813,1.08483,1.08818,1.09154,1.08148,1.07813,1.08483,1.08818,1.09154,0.01,26485,2024-01-26 06:45:00+00:00,27339,2024-01-28 21:00:00+00:00,CLOSED,WIN,4.18,1.08483,SL_HIT,2.0,1000.0,0.0,0.0,1:3,0.0,33.5,33.5,67.0
314f763b-6f85-4ff0-9c9c-f41c4f201ff2,df345c13-e9e2-4b12-bc18-db85366358cd,EURUSD,BUY,2024,Asia,A,1.08398,1.08063,1.08733,1.09068,1.09404,1.08398,1.08063,1.08733,1.09068,1.09404,0.01,26095,2024-01-26 00:15:00+00:00,27340,2024-01-28 21:01:00+00:00,CLOSED,BREAKEVEN,1.77,1.08418,SL_HIT,2.0,1000.0,0.0,0.0,1:3,0.0,33.5,33.5,67.0
e251d284-7c28-4f95-bdf4-61591b87e19e,4c38c6f5-c7e8-400f-900d-3b29c8d10c84,EURUSD,BUY,2024,Asia,A,1.08446,1.08076,1.08816,1.09186,1.09555,1.08446,1.08076,1.08816,1.09186,1.09555,0.01,27534,2024-01-29 00:15:00+00:00,28330,2024-01-29 13:31:00+00:00,CLOSED,LOSS,-3.7,1.08076,SL_HIT,2.0,1000.0,0.0,0.0,1:3,0.0,37.0,37.0,74.0
